date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
03-02-2014,12.192667,12.325333,11.677333,11.807333,101473500,56.60036255,59.82228652,37.70691949,63.52717805,10.03114662,10.61281856,10.60137997,10.17235907,0.55412177,11.07513325,0.648,0.580276495,0.554062489,11.915333
04-02-2014,12.046667,12.106667,11.746667,11.915333,70294500,58.92059991,60.87380514,24.78872989,57.78350397,10.10797328,10.66389841,10.61151997,10.20701501,0.538113034,11.1808999,0.36,0.548808424,0.540200882,11.628
05-02-2014,11.886667,12.039333,11.290667,11.628,109020000,50.53478491,56.62755117,-100.1608623,-29.4005478,10.17773328,10.70170692,10.61784664,10.23526648,0.496517083,11.26443325,0.748666,0.577359507,0.555091248,11.892
06-02-2014,11.753333,12.007333,11.733333,11.892,87624000,57.08234261,59.42786365,-14.41626745,33.26226037,10.25373328,10.7483858,10.62640664,10.26820238,0.479329178,11.3547666,0.379333,0.549070006,0.542537087,12.435333
07-02-2014,12.067333,12.442,11.973333,12.435333,133927500,67.43296744,64.5069205,124.1865821,164.3140608,10.34131994,10.81454157,10.63970664,10.31128163,0.503743233,11.4847666,0.55,0.549202862,0.543070152,13.104
10-02-2014,12.622667,13.286667,12.621333,13.104,194560500,75.80952463,69.55772733,193.300174,285.7241106,10.44273328,10.90432553,10.65992664,10.36679236,0.570471348,11.65423325,0.851334,0.592364453,0.565088999,13.108
11-02-2014,13.264667,13.48,12.846667,13.108,160648500,75.85287071,69.58560979,124.9779113,209.5075685,10.53563994,10.99074532,10.68019331,10.42127513,0.6165692,11.8451666,0.633333,0.598217103,0.56996357,13.021333
12-02-2014,13.052,13.218,12.954667,13.021333,77605500,72.56602541,68.12958718,76.99744946,145.7674902,10.62635994,11.07037725,10.69179331,10.47294869,0.638745715,11.9586666,0.263333,0.550376517,0.548061387,13.308667
13-02-2014,12.889333,13.514667,12.883333,13.308667,120439500,76.50406454,70.34504691,72.62162345,130.9155159,10.72697328,11.15815443,10.70261998,10.52930171,0.671762554,12.07699995,0.631334,0.561941871,0.55400943,13.215333
14-02-2014,13.206667,13.458667,13.133333,13.215333,92370000,72.55703418,68.67506115,65.94338248,108.3428786,10.7983466,11.23882907,10.71403331,10.58267629,0.682529587,12.1678666,0.325334,0.528140747,0.537675471,13.58
18-02-2014,13.682667,13.733333,13.424,13.58,139992000,77.7821056,71.51992593,129.0944962,116.8976553,10.88467994,11.33064077,10.72827998,10.64223249,0.712277427,12.2801666,0.518,0.526692069,0.53627008,12.909333
19-02-2014,13.58,13.58,12.894,12.909333,242535000,55.22238897,60.61661847,-37.39602515,58.35941381,10.95555994,11.39255096,10.73387998,10.68727626,0.673966516,12.3366999,0.686,0.549450345,0.546965075,13.998
20-02-2014,14.334,14.347333,13.751333,13.998,270034500,71.09767682,68.90386744,174.7335272,131.9984675,11.05237328,11.49472653,10.74809998,10.75305082,0.723115545,12.4413999,1.438,0.67638601,0.610610426,13.973333
21-02-2014,14.109333,14.265333,13.946,13.973333,117282000,70.43754154,68.55188359,110.176309,118.7028398,11.14303994,11.59192778,10.76056664,10.81702441,0.751414249,12.53506655,0.319333,0.625378437,0.589804896,14.51
24-02-2014,13.917333,14.557333,13.888,14.51,124176000,76.07585594,71.91351275,107.3051827,133.5340981,11.24365328,11.70636312,10.77675331,10.89038376,0.807833515,12.67856655,0.669333,0.63165766,0.595485475,16.533333
25-02-2014,15.333333,17.280001,15.23,16.533333,490225500,86.99007679,80.41405802,213.0680047,251.2997277,11.38811994,11.89565786,10.81341997,11.00247147,1.004236045,12.9398332,2.770001,0.93713528,0.750808012,16.866667
26-02-2014,17.238667,17.666668,16.5,16.866667,369069000,88.03886492,81.41216065,135.6370468,215.8645218,11.52882662,12.09060118,10.86145331,11.11894672,1.173259133,13.18856655,1.166668,0.969925669,0.780512297,16.836
27-02-2014,17.416668,17.459999,16.555332,16.836,269187000,87.28362615,81.003174,86.30205082,161.7199831,11.66867996,12.27669689,10.91427331,11.23249259,1.289867784,13.44626655,0.904667,0.960603002,0.78938049,16.320667
28-02-2014,16.643333,16.845333,16.17,16.320667,218847000,74.71764337,74.25271166,45.35136459,104.2656463,11.79783996,12.43528529,10.95682665,11.3335424,1.325419305,13.65283325,0.675333,0.919850144,0.781234241,16.704
03-03-2014,15.817333,16.776667,15.666,16.704,196339500,77.5255795,75.86398766,30.23833257,81.81585235,11.92863996,12.60268723,11.00181998,11.44019212,1.368747838,13.88333325,1.110667,0.947109695,0.804765152,16.989332
04-03-2014,17.232,17.333332,16.855333,16.989332,131184000,79.50251007,77.01692457,79.59803692,93.51497322,12.07111994,12.77471385,11.05522663,11.55038398,1.409857955,14.1424332,0.629332,0.901712882,0.792234213,16.844
05-03-2014,17.114668,17.132668,16.786667,16.844,89035500,75.55326823,75.05044805,43.57230759,74.9199848,12.22037328,12.9342949,11.11114663,11.65549595,1.414406544,14.38886655,0.346001,0.82232547,0.760360412,16.862667
06-03-2014,16.942667,17.166668,16.629999,16.862667,110416500,75.73389951,75.13825566,23.21504272,64.46342184,12.36663996,13.08834982,11.16448663,11.75888582,1.403340765,14.6505999,0.536669,0.781517403,0.744382454,16.414
07-03-2014,16.862667,16.99,16.294001,16.414,117184500,62.73569804,68.8648776,-49.5777454,43.66001248,12.50351996,13.21876837,11.2094933,11.85130951,1.342887408,14.8766999,0.695999,0.769300488,0.740926493,15.922667
10-03-2014,16.18,16.200001,15.737333,15.922667,115921500,51.45322846,62.69198316,-142.6488396,5.411342907,12.6200933,13.32480432,11.24890664,11.93213894,1.241025451,15.0510666,0.676667,0.756067133,0.736336529,15.627333
11-03-2014,15.766667,16.306667,15.495333,15.627333,132151500,45.69083587,59.25379652,-117.893992,-18.65237154,12.72530662,13.41510014,11.2825533,12.00549657,1.123516927,15.17723325,0.811334,0.763962399,0.741693491,16.099333
12-03-2014,15.433333,16.5,15.407333,16.099333,146316000,55.07246293,62.76814889,-66.08530396,-18.54483525,12.84579994,13.52036482,11.3211733,12.08676404,1.056300654,15.3267999,1.092667,0.8109202,0.766763028,15.852667
13-03-2014,16.252666,16.279333,15.6,15.852667,93544500,49.82481355,59.8623606,-59.63381263,-53.31383088,12.95959994,13.61182819,11.3578333,12.16151797,0.971923658,15.4683666,0.679333,0.792122028,0.760518026,15.398
14-03-2014,15.686,15.796,15.221333,15.398,124345500,41.3515124,54.82426619,-111.8380778,-146.6249476,13.0669866,13.68187454,11.38954663,12.22575969,0.85847054,15.57283325,0.631334,0.76915231,0.751290595,15.598667
17-03-2014,15.663333,15.862,15.366667,15.598667,88689000,46.07363662,56.56187012,-83.79122572,-103.1643091,13.1788266,13.75704328,11.43046663,12.29270618,0.775807253,15.69199995,0.495333,0.730035266,0.73300791,16.002666
18-03-2014,15.796667,16.1,15.668,16.002666,93634500,54.65009681,59.90550848,48.08320036,-50.6505428,13.29946658,13.84510737,11.47613329,12.36633918,0.734429301,15.81313325,0.501333,0.697363513,0.716459702,15.722667
19-03-2014,16.092667,16.103333,15.567333,15.722667,76069500,48.42305086,56.6507787,3.989100147,-60.14756334,13.41791992,13.91873753,11.52369329,12.43295049,0.671305011,15.95379995,0.536,0.674311583,0.703569723,15.660667
20-03-2014,15.744,15.95,15.557333,15.660667,57268500,47.03844523,55.92620359,-23.98279478,-63.52670423,13.5319866,13.98704882,11.56486663,12.49700646,0.60925259,16.0369333,0.392667,0.634076642,0.681362386,15.259333
21-03-2014,15.734667,15.746667,15.166667,15.259333,123253500,38.68481066,51.34795252,-116.7659817,-101.3995122,13.6354666,14.03694255,11.60435329,12.5518241,0.521677724,16.1012333,0.58,0.626351408,0.674122216,14.678
24-03-2014,15.316667,15.326667,14.018,14.678,169932000,29.75490461,45.53337916,-195.3527884,-201.6306812,13.73231994,14.06208217,11.64255996,12.59401569,0.400745749,16.1096333,1.308667,0.723825064,0.719446843,14.696
25-03-2014,14.942667,15.136667,14.526667,14.696,117981000,30.33581653,45.73826907,-105.2549169,-157.999539,13.8319466,14.0869418,11.67987329,12.63572548,0.302867469,16.01776665,0.61,0.70756434,0.711629211,14.197333
26-03-2014,14.796667,14.84,14.09,14.197333,103609500,23.93758997,41.12299314,-107.1170295,-176.7374735,13.9301066,14.09127088,11.71569995,12.66671128,0.182951022,15.88429995,0.75,0.713626578,0.714369982,13.821333
27-03-2014,14.158,14.24,13.533333,13.821333,142435500,20.19136678,38.00867765,-121.2844352,-185.2948314,13.9915066,14.08068504,11.74728661,12.68962064,0.056920177,15.7335666,0.706667,0.712632352,0.713819769,14.158
28-03-2014,14.186667,14.448,14.018,14.158,145272000,31.40541793,42.22754707,-68.04441848,-111.9526094,14.0558266,14.08371701,11.78075328,12.71875425,-0.015613975,15.62543325,0.626667,0.700351588,0.707594571,13.896667
31-03-2014,14.433333,14.45,13.759333,13.896667,125700000,27.86024022,39.95449583,-72.38988581,-105.7639955,14.10579994,14.07638169,11.80291995,12.74212391,-0.093111867,15.4850666,0.690667,0.698968075,0.706385459,14.464667
01-04-2014,13.934667,14.544,13.905333,14.464667,110571000,43.91434522,46.67336681,-4.457461931,-68.29090967,14.16841328,14.09160862,11.82969329,12.77629768,-0.107457943,15.35883335,0.647333,0.691591636,0.702167426,15.352667
02-04-2014,14.666667,15.392667,14.536667,15.352667,161734500,60.10703891,55.12711179,148.7655698,15.65288378,14.23989328,14.14106206,11.88244663,12.82740873,-0.046635547,15.2842667,0.928,0.725364259,0.718298324,15.026667
03-04-2014,15.353333,15.715333,14.8,15.026667,163855500,53.49233667,51.8757966,123.8918084,28.03316168,14.30234662,14.17579177,11.9395333,12.87103691,-0.024456912,15.1924667,0.915333,0.752502651,0.73237223,14.148667
04-04-2014,15.067333,15.218,14.083333,14.148667,170184000,39.74799606,44.29805053,5.061640673,-41.93650794,14.34331996,14.17472805,11.9890533,12.89638122,-0.076841663,15.07920005,1.134667,0.807097558,0.76110757,13.834667
07-04-2014,13.720667,14.413333,13.567333,13.834667,147832500,35.89940703,41.93860958,-89.5860988,-95.3306665,14.3872133,14.16139229,12.0309333,12.91499332,-0.142056591,14.97480005,0.846,0.81265505,0.767171315,14.364
08-04-2014,14.003333,14.432667,13.761333,14.364,103339500,46.15335401,47.05789892,-46.49021421,-56.72232749,14.4483333,14.16933771,12.08270663,12.94373523,-0.149306036,14.9116334,0.671334,0.792466328,0.760325793,14.462
09-04-2014,14.450667,14.563333,14.059333,14.462,77368500,47.95172487,47.97251093,-26.9091005,-22.77286302,14.4997333,14.18081469,12.13485996,12.97384991,-0.145466643,14.82976675,0.504,0.751256853,0.742016808,13.612667
10-04-2014,14.454667,14.5,13.586,13.612667,108172500,35.84664149,41.31145837,-90.8885997,-98.85434653,14.53834664,14.15853433,12.1792533,12.98652038,-0.208553891,14.71776675,0.914,0.774505874,0.754301321,13.585333
11-04-2014,13.374,13.8,13.24,13.585333,136008000,35.51006253,41.11360392,-119.0594513,-144.8777136,14.56626664,14.13605579,12.22480663,12.99839701,-0.257785031,14.6271334,0.56,0.743862178,0.740422656,13.206
14-04-2014,13.84,13.896,12.960667,13.206,115545000,30.82415324,38.36735862,-126.2265956,-152.5265645,14.58850664,14.09958293,12.2758133,13.00251441,-0.323678897,14.50750005,0.935333,0.771215152,0.754344823,12.927333
15-04-2014,13.272667,13.286,12.288,12.927333,204889500,27.69222373,36.44160436,-143.1078153,-184.9104154,14.61090664,14.05361223,12.32102663,13.00102338,-0.393846344,14.3537334,0.998,0.803612988,0.771748764,13.274
16-04-2014,13.133333,13.332667,12.721333,13.274,108033000,36.98487007,40.44621225,-72.88906026,-121.966471,14.63807998,14.02303914,12.37302663,13.00643699,-0.416678214,14.23130005,0.611334,0.776144561,0.760290567,13.208
17-04-2014,13.307333,13.486,12.938667,13.208,88902000,35.95843057,39.93038218,-44.19794552,-90.9316467,14.66967998,13.99107675,12.42370663,13.01043423,-0.435082919,14.1086667,0.547333,0.743457195,0.745079312,13.625333
21-04-2014,13.138667,13.746667,12.933333,13.625333,78873000,46.84183608,44.73035673,25.38826165,-55.86950297,14.70434664,13.97673383,12.47903996,13.02262805,-0.411252828,14.0269667,0.813334,0.753439596,0.749954647,14.576
22-04-2014,13.757333,14.622,13.667333,14.576,147070500,63.38069186,53.78894159,193.3608787,41.90189338,14.74715998,14.00023451,12.54423996,13.0534315,-0.312059204,14.0218667,0.996667,0.788186368,0.767576958,13.866
23-04-2014,14.422,14.449333,13.8,13.866,109434000,49.86329214,47.52420049,95.72171956,24.79487472,14.76239998,13.9949704,12.60256663,13.06954432,-0.287425347,13.9803667,0.776,0.786445458,0.768178604,13.857333
24-04-2014,14.054,14.186667,13.546667,13.857333,82428000,49.71229898,47.45154714,48.07682818,16.97833128,14.77738664,13.98957284,12.65651329,13.08516534,-0.265541199,13.9633667,0.64,0.765524678,0.759022989,13.323333
25-04-2014,13.466667,13.78,13.176667,13.323333,104950500,40.82580713,43.08147573,-35.08636445,-41.36424502,14.78342664,13.96344574,12.70489329,13.08988783,-0.28796768,13.9384667,0.680666,0.75340201,0.753426061,13.234
28-04-2014,13.333333,13.586,12.7,13.234,105630000,39.44946909,42.37834274,-83.34195377,-72.38603952,14.7819333,13.93483998,12.75445329,13.09274527,-0.30938288,13.8922667,0.886,0.77234458,0.762895628,13.794667
29-04-2014,13.214,13.81,13.035333,13.794667,86686500,51.4371321,48.10320684,-27.52212435,-5.588800953,14.79351998,13.92934299,12.79593329,13.10666254,-0.277909867,13.8871667,0.774667,0.772676354,0.763736441,13.859333
30-04-2014,13.573333,13.877333,13.418667,13.859333,66609000,52.69727706,48.73583571,-0.861026712,40.0898188,14.79910664,13.9265975,12.84189329,13.12158564,-0.244925919,13.8569,0.458666,0.727817732,0.741945695,13.848667
01-05-2014,13.805333,14.268,13.712667,13.848667,81598500,52.43545058,48.63053585,72.30722082,86.72028824,14.81789332,13.92354139,12.88672663,13.13600103,-0.217143464,13.7817,0.555333,0.703177056,0.728616217,14.060667
02-05-2014,13.906667,14.090667,13.768,14.060667,61302000,57.34940927,50.90128158,85.58015446,78.21116937,14.81914666,13.92891888,12.93575997,13.15433336,-0.175990334,13.7334,0.322667,0.648818477,0.699619844,14.440667
05-05-2014,13.965333,14.512667,13.901333,14.440667,77205000,64.9267763,54.76143617,127.1353808,113.4138345,14.82849334,13.94898746,12.98576664,13.17983547,-0.111428874,13.748,0.611334,0.643463551,0.693313712,13.818667
06-05-2014,14.44,14.577333,13.79,13.818667,84550500,48.47918909,48.09591375,57.45627461,66.12716606,14.81466668,13.94387685,13.02915998,13.19250027,-0.109194923,13.7472,0.787333,0.66401633,0.700029376,13.423333
07-05-2014,13.976,14.013333,13.15,13.423333,152689500,40.81273367,44.39702162,-97.88732694,-46.66100079,14.75246668,13.92346334,13.07029331,13.19707642,-0.137736906,13.70016665,0.863333,0.69249014,0.71169392,11.906
08-05-2014,12.133333,12.96,11.866667,11.906,300849000,23.8934572,33.68818077,-211.2049666,-245.6904492,14.65325334,13.84434703,13.09103998,13.17148205,-0.279570015,13.57236665,1.556666,0.815943834,0.772049069,12.150667
09-05-2014,11.990667,12.226667,11.814667,12.150667,127428000,29.399448,36.35404844,-124.8239697,-201.8077481,14.55954668,13.77792812,13.11411332,13.1512458,-0.367989243,13.49926665,0.412,0.758237572,0.746331278,12.311333
12-05-2014,12.258,12.479333,11.992,12.311333,105034500,33.10701848,38.11349812,-72.31151355,-136.6307496,14.47936,13.72041452,13.13859998,13.13459605,-0.420253297,13.43556665,0.487333,0.719536919,0.727831401,12.677333
13-05-2014,12.250667,12.756,12.2,12.677333,106458000,41.29969107,42.04398515,-36.78053012,-84.03175899,14.39882666,13.67950932,13.16373331,13.12553183,-0.427215125,13.4091333,0.556,0.696174502,0.71555773,12.708
14-05-2014,12.596667,12.898667,12.473333,12.708,81100500,41.99416149,42.37423455,-8.858515847,-57.40624788,14.31320002,13.64141088,13.19215998,13.11725537,-0.425354629,13.39816665,0.425334,0.657483002,0.694827463,12.572667
15-05-2014,12.665333,12.844,12.353333,12.572667,90606000,39.58313094,41.25696517,6.025612812,-58.79928019,14.22777336,13.59949931,13.22407332,13.10646056,-0.429845425,13.3631,0.490667,0.633652144,0.680244573,12.770667
16-05-2014,12.596667,12.802667,12.514667,12.770667,67315500,44.9754838,43.60001322,78.40134001,-42.85998445,14.14593336,13.56699605,13.25628666,13.09980461,-0.412670459,13.34123335,0.288,0.584273267,0.652227104,13.072667
19-05-2014,12.714667,13.126,12.666667,13.072667,68575500,52.51682186,47.06794096,126.0875359,-15.05330454,14.0791067,13.54761058,13.29131333,13.09926671,-0.370420324,13.31360005,0.459333,0.566424657,0.638448953,13.02
20-05-2014,13.129333,13.288667,12.871333,13.02,83191500,51.09211829,46.53060481,131.9915236,-0.447377561,14.02105336,13.52691995,13.32057333,13.09769558,-0.337298409,13.23580005,0.417334,0.545125992,0.622655028,13.296667
21-05-2014,13.078667,13.324667,12.986,13.296667,79281000,58.06439424,49.77437213,117.8262533,22.05342203,13.97444004,13.51789041,13.34987333,13.10163928,-0.285434031,13.2073334,0.338667,0.51563185,0.602370169,13.658667
22-05-2014,13.356667,13.792,13.304,13.658667,93217500,65.55929302,53.72970118,152.7842487,73.42650096,13.92562672,13.52341107,13.38571333,13.1126796,-0.212669245,13.1974001,0.495333,0.512732014,0.594724657,13.82
23-05-2014,13.635333,13.850667,13.5,13.82,60102000,68.4876565,55.41488193,121.9058458,103.6446533,13.88497338,13.53504202,13.42228666,13.12669847,-0.140366347,13.22223345,0.350667,0.489579869,0.577291967,14.104
27-05-2014,13.901333,14.258,13.846667,14.104,80116500,73.17231596,58.29439109,124.0613179,149.3879472,13.85909338,13.55735411,13.46303999,13.14606794,-0.059463891,13.26573345,0.438,0.482211317,0.567342541,14.016
28-05-2014,14.001333,14.184667,13.684,14.016,82426500,69.44049129,57.06456398,80.94798659,122.7059137,13.82744004,13.57534024,13.50313332,13.16330912,-0.002421067,13.2768001,0.500667,0.484847843,0.562580002,14.016
29-05-2014,14.038,14.166,13.848,14.016,55387500,69.44049129,57.06456398,72.55627924,107.5069931,13.78770672,13.59262103,13.54358665,13.18020831,0.042298195,13.28463345,0.318,0.461012437,0.545110002,13.851333
30-05-2014,14.02,14.32,13.801333,13.851333,83716500,61.45748137,54.56631793,53.71560911,89.81675478,13.75028004,13.6027666,13.58409998,13.19350888,0.063716793,13.28476675,0.518667,0.469248803,0.543221216,13.646667
02-06-2014,13.822,13.956667,13.444667,13.646667,70021500,52.67626331,51.5457712,-70.2810619,43.88024054,13.71000004,13.60448819,13.62099332,13.20248957,0.063444997,13.26406675,0.512,0.475356117,0.540991129,13.662667
03-06-2014,13.566,13.866667,13.506,13.662667,57912000,53.28503867,51.77053807,-84.92627272,36.02283898,13.67806672,13.60676971,13.65676666,13.21160922,0.063785384,13.22516675,0.360667,0.458971957,0.528110834,13.599333
04-06-2014,13.623333,13.750667,13.36,13.599333,51411000,50.29701538,50.76666034,-105.3155908,13.77269042,13.65649338,13.60647807,13.69440666,13.21929289,0.058272886,13.21420005,0.390667,0.449214106,0.518293418,13.793333
05-06-2014,13.631333,13.946667,13.603333,13.793333,60819000,58.5945298,53.72657559,-13.00105356,41.89517908,13.63844004,13.61380572,13.73519332,13.23066868,0.068765682,13.23270005,0.347334,0.434659805,0.506082031,13.878
06-06-2014,13.983333,14.054,13.812,13.878,46107000,61.8383166,54.9981662,51.28481644,63.25444801,13.63205338,13.62416629,13.78107999,13.2434967,0.082956942,13.33130005,0.260667,0.40980369,0.488552386,13.687333
09-06-2014,13.863333,13.999333,13.613333,13.687333,42085500,51.2829014,51.56187158,-1.563569018,16.31271077,13.62937338,13.62664341,13.81043999,13.25229197,0.077920168,13.40813335,0.386,0.406403163,0.481227215,13.486667
10-06-2014,13.628667,13.798,13.436667,13.486667,52720500,42.39706174,48.15198948,-95.01654052,-66.63078714,13.61594672,13.62115414,13.83588666,13.25693639,0.057078455,13.46690005,0.361333,0.399964568,0.472663343,13.631333
11-06-2014,13.433333,13.666667,13.283333,13.631333,59662500,49.72405212,50.68405762,-93.44082075,-106.2277657,13.61064004,13.62155331,13.85821999,13.2643554,0.051639319,13.51460005,0.383334,0.397588773,0.466282675,13.568
12-06-2014,13.673333,13.992,13.514,13.568,89905500,46.69070709,49.54334335,1.232028788,-40.50719529,13.5927067,13.61945318,13.88055999,13.27037231,0.0417372,13.55760005,0.478,0.409076091,0.467119627,13.761333
13-06-2014,13.652,13.786,13.438667,13.761333,53164500,56.20546851,53.01938379,-26.51893334,-50.44614367,13.56088002,13.6250171,13.90038665,13.28010088,0.048926067,13.61703335,0.347333,0.400255649,0.458563439,14.974
16-06-2014,13.784,15.032667,13.750667,14.974,198696000,81.00928862,67.93914103,207.1013072,258.5727121,13.55982668,13.67791841,13.93108665,13.31366565,0.150737777,13.7272,1.282,0.526219128,0.517380337,15.444667
17-06-2014,14.940667,15.702667,14.856667,15.444667,199573500,84.88552842,71.69617447,163.138694,291.7354744,13.58574668,13.7472027,13.96453332,13.3558911,0.266333063,13.8458,0.846,0.57190211,0.54085317,15.141333
18-06-2014,15.433333,15.447333,15.074667,15.141333,104103000,73.59144783,66.30356681,94.29055992,181.3567718,13.61188,13.8018745,13.99954665,13.39126889,0.329666451,13.95186665,0.372666,0.543439808,0.5288398,15.186
19-06-2014,15.258667,15.687333,15.133333,15.186,131896500,74.18159339,66.70074711,78.05762113,141.2921976,13.62832,13.85615395,14.03832665,13.42683029,0.379092924,14.0463333,0.554,0.544948407,0.530636958,15.306
20-06-2014,15.234667,15.419333,15.08,15.306,73558500,75.87158518,67.79887755,56.0998503,105.1668331,13.6452,13.91301068,14.07246665,13.46406432,0.42306987,14.12869995,0.339333,0.515574778,0.516972389,15.814667
23-06-2014,15.300667,15.932667,15.214667,15.814667,116866500,81.77211023,72.01220425,85.0646452,114.7860247,13.68924,13.98758546,14.11379332,13.51063881,0.493280859,14.2284333,0.718,0.544492667,0.531331504,15.5
24-06-2014,15.931333,16.125334,15.442,15.5,121138500,69.50499823,66.23834837,111.2092085,99.30912705,13.72753334,14.04689586,14.14689999,13.55005524,0.517566392,14.2982333,0.683334,0.564327143,0.542188825,15.792667
25-06-2014,15.536667,15.836667,15.349333,15.792667,87024000,73.77410308,68.74816823,74.89411451,83.61658912,13.77926668,14.11535749,14.18388666,13.59448897,0.554041983,14.38706665,0.487334,0.553328122,0.538270624,15.706667
26-06-2014,15.811333,16.026667,15.614,15.706667,76821000,70.39559377,67.16804501,86.17544188,81.60844931,13.83485336,14.17776181,14.22288,13.63633788,0.569445457,14.4716,0.412667,0.533233676,0.529298936,15.937333
27-06-2014,15.646,16,15.633333,15.937333,84525000,74.10623007,69.21204321,95.88440982,79.05898826,13.88812002,14.24676462,14.2631,13.68192735,0.593425005,14.5759,0.366667,0.509438437,0.517682369,16.004
